y,mean_pred,q_0.1_pred,q_0.5_pred,q_0.9_pred,event,p_pred,z_cov
3.557616240047562,1.1643456771379908,-0.07611162423702345,1.1643456771379908,2.404802978513005,1,0.7022284413752935,1.4468740580018764
-4.1915746527936015,-2.0581674498269065,-3.3390631359284946,-2.0581674498269065,-0.7772717637253184,0,0.1986713097809653,0.08088855757941903
-1.262177024699104,-1.6084887776981964,-2.378799667290485,-1.6084887776981964,-0.8381778881059079,0,0.1413845317694175,-0.8243347483495012
-1.6972204150014685,-1.760540046650651,-2.621339800646683,-1.760540046650651,-0.8997402926546186,0,0.147620123971188,-0.3692309536488156
-3.3679692711997724,-1.7920620252667752,-2.6757382497019373,-1.7920620252667752,-0.9083858008316132,0,0.14965251883991532,0.4342342779573226
-0.7728280267125105,1.8468969035264224,0.33546671142460394,1.8468969035264224,3.358327095628241,0,0.740350779541246,0.4970981090051549
-0.25858966066985145,2.135434035446197,0.2784045848606691,2.135434035446197,3.992463486031725,0,0.7263626267679651,0.5314247334280193
-3.1063333769269335,-1.3159463396929756,-1.966804194509097,-1.3159463396929756,-0.6650884848768541,0,0.14100680212514033,0.30384794750133587
-0.8399503529480388,1.8761099956112004,0.34423564952933305,1.8761099956112004,3.4079843416930675,0,0.7404917224372564,0.793412547327211
1.600087854156484,2.0796908774119722,0.33757397492630403,2.0796908774119722,3.8218077798976404,1,0.7338137935150342,-0.10750468106897855
1.595035076978881,-0.0962712663423506,-1.196981881304581,-0.0962712663423506,1.0044393486198797,1,0.5186484167947903,-0.2944491404434306
-1.6207626019143446,-1.4883439775447371,-2.203085840631321,-1.4883439775447371,-0.773602114458153,0,0.1396275698764443,-0.0967386266012728
4.221743208512197,1.8925965886672496,0.3485164328767476,1.8925965886672496,3.4366767444577517,1,0.7404866273690464,1.1053756397986179
-2.6232821431563047,-1.6385070976425207,-2.4245863498001694,-1.6385070976425207,-0.852427845484872,0,0.1422196047009447,0.24033215279452494
0.25516287936315174,1.5167485734866606,0.17046260466843832,1.5167485734866606,2.8630345423048826,1,0.7289489377081447,-1.6848080157362384
1.338161673176274,0.8048892450052592,-0.3664307003861864,0.8048892450052592,1.9762091903967047,1,0.662233008706417,-1.1289170102187274
3.9292029993556037,2.140381830870682,0.2687543322313264,2.140381830870682,4.012009329510038,1,0.7253011940231424,-1.0110923143094137
-2.6328566543635388,-1.5536855487669592,-2.297278027243455,-1.5536855487669592,-0.8100930702904636,0,0.14028343216340433,0.07107688967026692
1.7186842144591035,1.7943982309181234,0.316452271894075,1.7943982309181234,3.2723441899421717,1,0.7396652135891782,1.5876033592914198
-1.8085954675147913,-0.05477558212364836,-1.1561693693373953,-0.05477558212364836,1.0466182050900985,0,0.5260780423579438,-1.6027272915378512
-2.920674213771366,-1.5554006168415295,-2.2997921208060372,-1.5554006168415295,-0.8110091128770218,0,0.14031001532958987,-1.6807430860128718
-2.1120476530244505,-1.8271685364004162,-2.7386520150784137,-1.8271685364004162,-0.9156850577224187,0,0.15231185325928473,-1.6082533172374027
-0.35835654883304563,0.2823119209253855,-0.15770872877573755,0.2823119209253855,0.7223325706265085,0,0.4920415837511761,-0.12879928173253466
-0.7296146997921238,0.4527887446285987,-0.676117634052082,0.4527887446285987,1.5816951233092795,0,0.6120849655708054,-0.6452670542398229
-4.031407329105308,-1.7606692567749487,-2.6215592028822368,-1.7606692567749487,-0.8997793106676606,0,0.14762783621848335,0.7603191727532649
-6.050399568459984,-2.0689050337905286,-3.5029260358906305,-2.0689050337905286,-0.6348840316904265,0,0.22048962065388628,-1.8620637291786668
-0.3496877344733538,0.06945044512421489,-0.37406937383918826,0.06945044512421489,0.512970264087618,0,0.39883421314556217,0.3339182667094823
0.6780091259084641,1.4434743141914896,0.12342496297412264,1.4434743141914896,2.7635236654088566,1,0.7244926203574846,-0.6473336598662834
0.7704613218909298,2.1291575857894776,0.28900139167354433,2.1291575857894776,3.969313779905411,1,0.7275615305420822,1.0489912663761574
1.8331108827655316,0.7730164813999583,-0.3935486331815099,0.7730164813999583,1.9395815959814264,1,0.6581133529396156,0.02405199600468974
0.6770846985496113,2.1270927535491833,0.2921537535558285,2.1270927535491833,3.9620317535425382,1,0.7279258447485218,-0.7399763602154472
3.7084347196201453,2.0199764098745083,0.3581887215527497,2.0199764098745083,3.681764098196267,1,0.7377382814079277,-1.3554230158499636
-3.0546614010758315,-1.6186823249493838,-2.394251415086022,-1.6186823249493838,-0.8431132348127452,0,0.14164888157503489,1.1366263187448953
3.8538558351520233,2.023790203021557,0.35756597866487616,2.023790203021557,3.6900144273782374,1,0.7375572224649733,-0.5194392578388776
2.5842045706712296,1.4576341298642255,0.1327210991327381,1.4576341298642255,2.782547160595713,1,0.7254011360609263,-1.2886390356087545
-2.5639416495719565,-1.3084962882579634,-1.9569246230267734,-1.3084962882579634,-0.6600679534891534,0,0.14116435431032145,-0.9258202625556315
2.303591893452422,1.7856203789757983,0.3129162775870873,1.7856203789757983,3.258324480364509,1,0.7395010281830705,0.06919462914699617
3.45053438458521,2.0213924729654913,0.3579662093401572,2.0213924729654913,3.6848187365908256,1,0.7376719524693618,0.17695840500606455
-2.1453303719380195,-1.1795053544988587,-1.789416420650403,-1.1795053544988587,-0.5695942883473145,0,0.14519466550671722,-0.6554410779584997
-1.2908704248984475,0.016020454391786565,-1.0870684482881694,0.016020454391786565,1.1191093570717425,0,0.5386790892930351,-0.24909470436585493
-1.1315435187360319,-2.041660884690188,-3.257286789026555,-2.041660884690188,-0.8260349803538214,0,0.18959058069153506,-0.4589132204520398
-0.07075024223076687,0.4567306402086299,-0.6725359052643558,0.4567306402086299,1.5859971856816157,0,0.6126987649571809,1.104321658008177
-1.7756238662059862,-1.5241070443588018,-2.2542665101787853,-1.5241070443588018,-0.7939475785388184,0,0.13990154449149114,-0.7306025801447457
1.094072082101345,1.6383538674602727,0.2418048480726498,1.6383538674602727,3.0349028868478953,1,0.7349362720796491,-0.9103228480667583
-5.350454359394375,-1.8002485589620834,-2.6901734477791046,-1.8002485589620834,-0.9103236701450622,0,0.15023295366396155,-1.139858478670232
-1.959928793600902,-1.0959096104384114,-1.684026124435693,-1.0959096104384114,-0.5077930964411296,0,0.14918003582841705,-0.32321825453595954
-3.194228094163384,-2.0688325950707878,-3.5045773773700795,-2.0688325950707878,-0.6330878127714963,0,0.22073708744764708,0.7622290054083514
-3.4603063147026103,-2.0683452274276,-3.431321777544956,-2.0683452274276,-0.7053686773102446,0,0.2103114130628697,-0.03893403817646827
-0.18004251232538868,0.27361530838752257,-0.16643063964049892,0.27361530838752257,0.713661256415544,0,0.4881309057806338,-0.09362590133935936
-0.8575146228401742,0.04700894249286064,-0.3972323567912877,0.04700894249286064,0.491250241777009,0,0.3895433300273373,1.010904431818208
-0.3524755963831194,-1.9396333850409115,-2.9651410147421533,-1.9396333850409115,-0.91412575533967,0,0.16488949214503157,0.7362094396723619
-2.288542151698617,-1.4219915175419493,-2.110261083986695,-1.4219915175419493,-0.7337219510972037,0,0.13963960575178377,0.16987073253389806
-1.5246238960441638,-2.0654161410713483,-3.548021879999964,-2.0654161410713483,-0.5828104021427329,0,0.22746522131570523,1.9113793550242542
0.4263932204008124,-0.624844446005349,-1.1245924217003063,-0.624844446005349,-0.12509647031039178,1,0.19762689697155084,-1.5493171325397357
2.0974936216964624,0.40002829891273145,-0.724288106985798,0.40002829891273145,1.524344704811261,1,0.6037687920852942,1.2197848266242095
-0.8812900189200179,-0.2754876131318232,-0.7378134327388595,-0.2754876131318232,0.1868382064752131,0,0.2755438130444359,0.6806697840709999
3.36587677404444,1.9305718581947626,0.3562437628774462,1.9305718581947626,3.504899953512079,1,0.7402153531915927,-1.2928567237439512
-0.14861952168881842,0.706910205876458,-0.45041036815473556,0.706910205876458,1.8642307799076516,0,0.6492887792536923,1.1679976875345066
-0.5759345081154723,-1.3753222834099996,-2.0464457772030644,-1.3753222834099996,-0.7041987896169348,0,0.14003951766018288,1.1635382548641282
6.024743393558982,1.842700227170656,0.3340926274203817,1.842700227170656,3.35130782692093,1,0.7403156846702127,-0.18259162553833472
-0.058391799869494436,0.29589400458738446,-0.14410710812087774,0.29589400458738446,0.7358951172956467,0,0.49815232081564936,-0.8246994594276688
2.125679864198786,1.6075989117914626,0.22466363953314206,1.6075989117914626,2.990534184049783,1,0.7335967281374794,-0.5802374163066367
-0.8104530900198459,0.32411021408576673,-0.7943392351224914,0.32411021408576673,1.442559663294025,0,0.5914907352171876,1.3197661104411027
-0.7973159993007428,-0.19657191177244682,-0.6531034158939001,-0.19657191177244682,0.25995959234900645,0,0.29969899704626557,0.4692814549927631
-0.10592707145595315,-0.5130006293919047,-0.9985518205177137,-0.5130006293919047,-0.02744943826609575,0,0.21777583387503113,-1.0702992622874015
-1.67340888276077,-2.0695300524147244,-3.4736965757551452,-2.0695300524147244,-0.6653635290743038,0,0.216206255038845,1.4429671442012246
-1.2140556662262858,0.055266616538555774,-0.3887013000227919,0.055266616538555774,0.4992345330999035,0,0.392945561699157,0.9364164806189785
0.8573211489411513,0.7586524714278198,-0.40583397958626266,0.7586524714278198,1.9231389224419022,1,0.6562277909725375,-1.198601550042775
6.459723134920301,2.158119786381398,0.2174711994508447,2.158119786381398,4.098768373311951,1,0.7200181836209444,0.27288026788800424
